"inputs","outputs"
0.4633,-0.0923689691551363
0.3494,-0.0440255036534364
0.0527,0.182711087036164
0.7463,0.113751028443465
0.1407,-0.191207975983528
0.7409,0.0783988743028577
0.5978,-0.0749726985016999
0.3173,-0.125537448726646
0.8637,0.295689423070568
0.8058,0.328430039392021
0.2319,0.0255557152764766
0.2555,0.0358788269268922
0.6598,0.161875026507406
0.7532,0.257508621391218
0.23,-0.0334536291932682
0.319,-0.172847020504436
0.15,-0.0417923257012682
0.6195,-0.083691821396168
0.7039,-0.0262132132135883
0.6185,-0.0312337739090844
0.3887,-0.0436129905436386
0.3158,-0.0575100454725816
0.5396,-0.0923140163347204
0.9169,0.545087817420217
0.8481,0.264445196299785
0.2633,-0.0998254311744725
0.7401,0.318306557850371
0.0799,-0.0821213528208139
0.5042,-0.0840545026314193
0.6424,0.0185616021260716
0.335,0.0354831898663166
0.3689,-0.237813360139987
0.5537,-0.29795713410024
0.3788,0.0669999956895508
0.0418,-0.1084840318857
0.3918,-0.0817567084267972
0.548,-0.125421918150647
0.0343,-0.149854698403505
0.1685,0.106174108315584
0.4408,-0.076510280232384
0.5149,0.230166881965235
0.5926,-0.0930039394689816
0.2051,-0.0394848199299407
0.3589,-0.0827796906078533
0.7539,0.317316047857165
0.2223,-0.248614749707644
0.3389,-0.218221600468786
0.5891,-0.05335980264766
0.2118,-0.0429645359120802
0.8434,0.318452896328317
0.0055,0.00305269148613165
0.4905,-0.0478761398404306
0.8027,0.269139025593317
0.7074,0.0215873053770509
0.8404,0.162219869821345
0.7725,0.155250584981918
0.9472,0.39723759186591
0.8672,0.207103453559871
0.1969,0.0572212314680319
0.6425,-0.00475446609879054
0.1246,-0.091246971727471
0.4889,0.058754498570494
0.3564,0.0518237741148075
0.1055,-0.0742921275158345
0.38,-0.0965021453447089
0.5711,-0.018125872670465
0.2506,-0.112401362616704
0.1462,0.106461043742743
0.3492,-0.0180572610079943
0.7034,-0.0527745834459992
0.2532,0.00332114726406325
0.19,0.00509179395660354
0.6222,0.151784121254538
0.9293,0.411303882668344
0.2946,-0.0618448747550414
0.004,-0.0115205131003471
0.5587,0.0435766229847735
0.2441,-0.0344677915661207
0.3302,-0.0690328939976203
0.3091,-0.0345844931529251
0.067,0.101865920598412
0.597,0.192621031274821
0.3058,-0.0776303901234688
0.3881,0.0742004035284759
0.7898,0.153928262037071
0.1141,-0.00409010131740985
0.244,0.137896200395814
0.1737,-0.00410997199713663
0.8009,0.220249058380799
0.4127,-0.124475250657818
0.5268,-0.0415005232361082
0.9605,0.421684940308694
0.5858,0.0586025531967978
0.5772,-0.00670692445123852
0.9252,0.266572598526562
0.7072,0.168312750023324
0.0612,-0.202504268447922
0.8729,0.278588100296122
0.1605,-0.194343514640123
0.5676,0.17981847969915
0.0525,-0.00315979028215879
0.596,-0.0386090770127099
0.0447,-0.159621788492852
0.7286,-0.00967164707323023
0.6473,0.0387339445785234
0.3792,-0.128706418724351
0.024,0.0321427060102141
0.8323,0.13240184862875
0.8258,0.205314157100633
0.7464,0.172724335028333
0.8217,0.16694644412629
0.8649,0.433901413671161
0.7411,0.0445131842448008
0.24,0.0181929964362275
0.8987,0.558430010743018
0.0666,-0.0446177554836944
0.0246,-0.179741988297711
0.6651,0.0737405975976051
0.731,0.12782448499523
0.1253,0.188636353012643
0.8883,0.360851292174121
0.6777,0.225205245244018
0.5952,0.00528912869282527
0.5499,-0.0278038113334556
0.7991,0.141955092305805
0.9952,0.609732202934523
0.3378,-0.0433550698367296
0.805,-0.00818846122862893
0.0908,-0.0436007690208391
0.8092,0.137523303839455
0.3456,-0.164255682372659
0.1076,0.211440531207598
0.5027,-0.132411114483308
0.5759,-0.038717879690646
0.9477,0.529074140971105
0.1599,0.0200741794253168
0.7305,0.0712988509974266
0.0722,0.0756630664490184
0.457,-0.170743561172588
0.9691,0.405089666726358
0.0051,0.232008482144869
0.8231,0.121684737804399
0.1272,0.161661709353166
0.1045,-0.0464114613892393
0.1938,-0.104893893320914
0.7053,0.0192753664233205
0.834,0.418078363150187
0.3602,-0.0542684982432747
0.3976,0.0186476251674459
0.8995,0.356948978704237
0.8101,0.16230493905176
0.6926,-0.00796286327082621
0.9817,0.423252364569536
0.1673,0.0590159842856457
0.3188,-0.125227295293417
0.6671,0.0448937063706664
0.3926,0.100540200418896
0.9522,0.623342402893506
0.8873,0.539770580284648
0.4922,0.0229044438700402
0.6216,-0.0679792199174058
0.5365,0.0160161640670844
0.4981,-0.300010259554445
0.0023,0.103310889093575
0.8218,0.274833327087333
0.8247,0.393020412962481
0.4297,-0.0982025945086682
0.7285,0.0299882803995312
0.5379,-0.0506111495346803
0.1535,0.0646812819386791
0.4402,-0.107788221178258
0.1645,-0.0186908892108233
0.0465,-0.055471127634546
0.1904,-0.0458800662394144
0.7593,0.0229501906747288
0.113,-0.0498406325938521
0.6147,0.34704459117417
0.0061,-0.002052230080753
0.054,0.0538358965119188
0.2237,0.0223199516390321
0.6867,0.0141131915602977
0.2931,-0.138397994084303
0.7066,0.10863296868219
0.4405,-0.0446702340599699
0.8613,0.399857875941205
0.9448,0.370805028777942
0.7361,0.219424539500043
0.7035,0.104561555250962
0.5316,0.0344702453899231
0.0732,-0.123802683169658
0.3073,-0.0133426421497412
0.1608,0.0354543287031637
0.9923,0.634331947879464
0.0372,-0.0617810080762244
0.6466,0.022030768754219
0.8507,0.473844231143091
0.1964,-0.0396231074969975
0.5347,-0.0885656177049474
0.5382,-0.0245074226475368
0.93,0.476863021924755
0.9036,0.362265866045937
0.7878,0.177398167556225
0.7753,0.0472752483944789
0.1752,-0.0482568839888485
0.0033,0.149759580401974
0.852,0.470298189381658
0.8003,0.2866746866766
0.5257,-0.0426859780322333
0.9284,0.511052808312888
0.7552,0.27941477279427
0.0637,0.00829675772464056
0.6704,-0.00340100593101295
0.2841,0.00466062145779701
0.2773,-0.0314410509118987
0.6289,-0.0298938053047822
0.3783,-0.00814550779748736
0.4834,-0.157926542535442
0.6953,0.00565521479133763
0.1006,-0.048575148946707
0.659,0.0407972929980162
0.8772,0.301080976143818
0.9749,0.311432928278736
0.7326,0.162974842717655
0.361,-0.0713807000175707
0.0636,0.00128407268772155
0.099,-0.0439995207155673
0.5158,-0.0208707120824502
0.4274,-0.18956913122878
0.3283,-0.120795381864445
0.3467,-0.0320751435464382
0.3365,-0.280228533919715
0.2309,-0.088487818402037
0.74,0.200092542559836
0.7697,0.0672355681868346
0.2103,-0.250681695672809
0.9636,0.439379251043736
0.3339,-0.0395809545906392
0.2219,-0.0814180231878548
0.6436,0.0940952543238878
0.492,-0.0659491852446226
0.655,-0.0675031737156761
0.4373,-0.0263832405965698
0.0504,-0.00753920505718998
0.16,-0.189469372486729
0.9885,0.674133584193592
0.6361,-0.107883485830133
0.9597,0.494764580360648
0.2003,0.147255680817807
0.1274,-0.00879183679896011
0.8688,0.265749233420219
0.7956,0.143510995021959
0.7623,0.195322301795008
0.6612,-0.00999926829554769
0.4735,0.142406433234671
0.8806,0.340527977625317
0.6264,0.123291464964213
0.3979,0.0168115387710378
0.9231,0.381565656741816
0.537,-0.0662551099389775
0.093,-0.175348175576677
0.8412,0.199936274932872
0.0533,0.0681096715753085
0.4151,0.0208607065143314
0.9375,0.393247049687459
0.8931,0.302521175780278
0.4793,-0.0466322358076872
0.9358,0.506287358481027
0.1831,0.00901281951845489
0.5517,0.114426623396019
0.9223,0.460917590178291
0.9178,0.437281446577961
0.011,-0.0492676585514996
0.2715,0.0612160382792185
0.9854,0.55248024468253
0.7194,0.0317229426018406
0.9725,0.672452845986756
0.5484,-0.0592985695562332
0.4487,0.0837349862904519
0.9969,0.647263769126617
0.4391,-0.0176025744146745
0.4779,-0.0906525572496452
0.309,-0.210157631347777
0.7228,0.117185686306619
0.7407,-0.185384645344016
0.8974,0.366067466071357
0.282,0.0698089131117542
0.5928,-0.188275171098992
0.3067,-0.0706930104306455
0.4383,0.0387590781159619
0.578,-0.119217088866199
0.7206,0.0509523774837934
0.2611,-0.030885351872348
0.3756,0.00957371558405493
0.1029,-0.0805911257959706
0.0837,-0.0616719096909414
0.9454,0.636399973401781
0.2824,0.0085292299743526
0.619,-0.121163121705267
0.5999,-0.0232429861351529
0.6199,0.12452111456829
0.1571,0.117616906668179
0.3632,0.130882374213132
0.0209,-0.0284997910271059
0.6595,-0.218387800142389
0.065,0.200750005131878
0.2764,-0.0195467135189951
0.3528,0.0664342033478171
0.4053,0.0846762762963529
0.1566,-0.15646008285927
0.0325,-0.0419631900169502
0.5963,0.198276776926382
0.3036,-0.0118212519130044
0.6835,0.184594107146978
0.0529,-0.155360421536031
0.9021,0.332249579395261
0.2807,-0.0409847454522892
0.618,0.0740826837543825
0.912,0.483279480251387
0.317,0.135071001193256
0.3912,-0.0858260206908352
0.3631,-0.138655582705766
0.9524,0.430281340276318
0.9429,0.394544602989915
0.3479,-0.0269418921411057
0.8747,0.399365043733348
0.2442,-0.0476618115114851
0.8182,0.223158994363479
0.2521,-0.0444335417682021
0.7183,0.193599780830485
0.8381,0.478970352290631
0.8861,0.553584525185736
0.1871,-0.152263761081967
0.868,0.340019335342711
0.5923,-0.156559701507503
0.4924,-0.118659979572871
0.2996,-0.0712127336125886
0.3209,-0.146535032420152
0.6464,0.0327825994353667
0.8538,0.283617324985295
0.4541,0.0251134928921813
0.5836,0.0815656515977899
0.6146,0.0326868774148889
0.6148,-0.206364861528025
0.112,0.0780632605434455
0.7604,0.160661940308015
0.7985,0.317229465523483
0.9318,0.497590019121063
0.4816,-0.00546868745124356
0.0155,0.0816053288506739
0.033,-0.0595594020178529
0.2835,-0.0402475159449141
0.1423,-0.0423025718471052
0.5704,-0.0108315235748811
0.873,0.278813597771591
0.5045,-0.102928016613552
0.591,-0.0443415879055071
0.3791,-0.136247682299271
0.5173,0.172536557566454
0.6331,0.0726987694701851
0.86,0.386822761237005
0.6292,0.00313303378147217
0.9867,0.64213502861531
0.8274,0.195758236323825
0.6009,0.164588108192789
0.6689,-0.0285043286435975
0.2002,-0.118925285756372
0.0957,0.12788995072099
0.1912,-0.102168410621322
0.6662,0.233125805532088
0.9035,0.382523900999581
0.1139,-0.0453829526591014
0.1863,-0.0527439924907046
0.5401,-0.0608383428447659
0.7076,-0.140149051789034
0.4156,-0.0794226196198216
0.6518,0.15033909444
0.3666,0.0797512456743402
0.998,0.558272968210756
0.7139,-0.0995832586127282
0.1959,-0.132896216516214
0.4122,-0.134759996601336
0.4514,-0.103841950773417
0.0054,0.0365516038189256
0.7404,0.550491333592549
0.7746,0.186089959813431
0.959,0.579354048542276
0.122,0.0217968188460072
0.8582,0.243877669404158
0.6504,0.217484660111716
0.2755,-0.0511776075365746
0.5159,0.0445752685927892
0.3679,-0.153359142345374
0.872,0.499237651626375
0.0904,-0.139694934525468
0.4374,-0.0672919867549851
0.7917,0.119920742096158
0.8051,0.204920717122814
0.2736,-0.187202527855467
0.3714,-0.193423821333584
0.3841,-0.0480708113498838
0.6184,0.225581012118168
0.1896,-0.0696144540756405
0.5,-0.082476188236867
0.7602,0.259409499733365
0.8169,0.392127807124267
0.0442,0.0960533280634825
0.5805,0.0909186839099261
0.6553,0.106763018618252
0.1489,0.0477224618342432
0.353,-0.0330835002289858
0.7449,0.211380744982718
0.3202,-0.214526747543669
0.7768,0.0452354222277481
0.9983,0.629837048479557
0.6203,0.0941619463702865
0.2522,-0.0699658014791544
0.4907,0.0781306820630904
0.1684,-0.0875964737421513
0.9715,0.568330969762853
0.2923,0.029410193341844
0.951,0.374033642028271
0.0758,-0.0667874306331384
0.6098,0.0497122694670511
0.1028,-0.0318525743121529
0.6322,0.0396854255246079
0.1811,-0.0447483145028209
0.1861,0.0644560395619686
0.11,-0.0619704763186787
0.2357,-0.0496133378415545
0.0724,0.0209193195087193
0.3121,0.0720294273779578
0.1698,0.0261156585317999
0.7293,0.165753326165028
0.3698,-0.0410806733697975
0.2535,-0.0607532596761444
0.7439,0.273287791746999
0.7751,0.264869477314567
0.9566,0.505806566007428
0.1595,0.0313235306560097
0.7164,-0.1083102718195
0.8506,0.320266307849698
0.703,0.0200237824938521
0.3713,0.0323359215571491
0.5005,-0.01397167330178
0.0601,0.280294904664127
0.0771,-0.114001184404401
0.3346,-0.0643159017761898
0.7227,-0.00353603308701664
0.3733,-0.0713043310223266
0.5152,0.00286361546607546
0.7107,0.135577598770017
0.9537,0.42844450955969
0.8189,0.36686712618847
0.2704,-0.165623824634098
0.8788,0.439163888145419
0.1629,-0.2103962944045
0.2635,-0.100166532430463
0.7645,0.285486861867746
0.1575,0.12899804302663
0.9179,0.428806589857745
0.1967,-0.0677886672422507
0.4941,-0.0807805318903597
0.2455,0.0740208648411049
0.925,0.405194899186248
0.2725,-0.0121739659792389
0.7299,0.069892541194639
0.3349,-0.166628986444721
0.4288,0.115456794953777
0.7339,0.24853672833765
0.1157,-0.0520815783836259
0.5131,-0.0606412654258457
0.136,-0.0687223972450899
0.3169,0.107998298197552
0.0821,-0.18341066416286
0.7564,0.421965401386852
0.0642,-0.141016660249809
0.7791,0.36461848026363
0.9641,0.415353393308695
0.4059,-0.276130325669535
0.2955,-0.0722300570074196
0.1583,-0.0657793307244521
0.0767,-0.0586731794082046
0.284,-0.172305781539403
0.7536,0.145489298560333
0.3726,-0.131904337585097
0.2746,-0.0237568481328745
0.654,-0.0345094246691813
0.3439,-0.108187616757978
0.0662,0.000644433313475024
0.1369,-0.0281409675170026
0.5554,-0.0441389907372462
0.988,0.690257665027437
0.0822,-0.0517568191774648
0.2272,-0.199552899211548
0.2703,0.0254025946322952
0.5209,0.00333154135973355
0.8034,0.357867821184198
0.6167,-0.0710044701775304
0.7085,0.158714814422372
0.083,0.0821778168793786
0.8583,0.404158508581233
0.5109,0.00800432392292433
0.7775,0.100567224736957
0.7141,0.086240084179619
0.2965,-0.0638619016350559
0.2896,-0.189226090430008
0.2903,-0.181194252000774
0.2667,0.0187563846308573
0.4462,0.0243184474990322
0.0674,-0.152264663021205
0.7806,0.150383217296862
0.0478,0.134212513877023
0.9411,0.605480698193012
0.505,-0.0804889021253445
0.0861,-0.0308105847261902
0.4636,0.0135176916702249
0.9732,0.587298955072272
0.3673,-0.0923516863947005
0.5708,0.0517690694276444
0.8326,0.270753671537676
0.896,0.343399226044276
0.9886,0.704921645735489
0.2264,-0.0188620667516209
0.714,-0.0357983791800055
0.6405,0.0179291560035259
0.5603,-0.136863916954774
0.9132,0.438247653650832
0.9894,0.593674499413313
0.7391,0.17413869589458
0.9098,0.423878508850687
0.4597,-0.227402872623294
0.8665,0.323216986259614
0.3893,0.032785536823304
0.7975,0.306925368298763
0.9843,0.54459762345267
0.2548,0.0417082532969391
0.197,0.0721190144970064
0.7187,-0.0191356965026308
0.5706,0.010983778214
0.0952,0.107010857679884
0.5852,0.07378471174645
0.5208,0.0447250203062765
0.8301,0.20303409286252
0.0915,0.0202646012149388
0.3878,-0.0361694063561218
0.55,-0.0852614677023842
0.4986,-0.0146988821815272
0.948,0.447845455395945
0.601,-0.289626063380557
0.1854,0.0136429562606178
0.7894,0.365858324799367
0.8768,0.320267455832696
0.8057,0.368503229595423
0.5281,-0.247522419393491
0.8546,0.420001680990345
0.7666,0.308713353281762
0.0256,0.00831076372585224
0.1092,0.117181447914691
0.3284,-0.282898241934788
0.5139,-0.0976046920271753
0.7123,0.217847999483943
0.8512,0.360295232081243
0.9354,0.477431730767957
0.1435,0.0559703740107601
0.4211,-0.170298037112686
0.3444,0.00207532041733131
0.5219,-0.0452645569503345
0.6371,-0.0212654579266174
0.3451,0.0209338807163807
0.4959,0.114440656315797
0.3474,0.102424403990152
0.376,-0.1129242984213
0.3293,-0.00292066670262721
0.8798,0.324082508237848
0.2541,-0.0230601058137629
0.4175,-0.157312456519892
0.9466,0.500872619623719
0.8275,0.297758882225959
0.6427,0.0396596107254596
0.9996,0.582011781632761
0.4707,-0.0169440062229678
0.5249,-0.0433418459145129
0.8084,0.231231608767207
0.6281,-0.0845993988019928
0.4065,-0.221232053256385
0.5884,0.0553017896049729
0.2026,-0.0950523103460673
0.4844,-0.0448803819302027
0.4376,0.0488316288248417
0.6698,-0.0723463979713269
0.7096,0.109907965019422
0.6951,0.133296675178403
0.8941,0.293789440916608
0.0146,-0.0620494837413427
0.2676,0.0112541499429741
0.9374,0.441835606330277
0.6362,0.000133523425102137
0.2004,0.0305847198743598
0.547,0.0524661697758339
0.8526,0.321949974178935
0.3593,-0.116221033361135
0.4245,-0.0441879801716315
0.2689,-0.165371150181836
0.5865,0.0333046662119739
0.9137,0.617833811458052
0.5851,-0.160789820840215
0.5213,-0.254432893569012
0.5739,-0.0281265770229414
0.5565,-0.210243572896665
0.0623,-0.0165293366316211
0.6705,0.0637107905300114
0.7157,0.0912965598868202
0.2387,0.00392403831036524
0.2389,-0.122684881156644
0.6635,-0.137546759524951
0.391,-0.0729886310142084
0.4752,-0.00897195457829705
0.4106,-0.07181569416728
0.4453,-0.108832972202925
0.533,-0.0832466597761185
0.3906,-0.145104966200528
0.6412,-0.0513402765074971
0.0391,-0.0615476383979336
0.1591,-0.0980953170886801
0.1827,-0.154885412929013
0.6525,0.00784097297145259
0.6164,0.0640513375538317
0.6326,0.103410178910346
0.2625,0.115059774211493
0.8278,0.337630725724134
0.3024,0.0455965381478475
0.1822,0.0177531748868717
0.4155,-0.1145464905741
0.6061,0.0198691528672912
0.0532,-0.209570111516089
0.1551,0.107941884395203
0.0383,-0.0217398126640456
0.7381,0.137152839453648
0.908,0.409109451015607
0.1913,-0.201586106620041
0.6524,0.187890404753961
0.292,0.0269201118989209
0.5935,0.0386275406765091
0.9236,0.457542115347984
0.2949,-0.154053278631236
0.1662,0.0995645431512141
0.7318,0.018462011399331
0.5231,-0.0654145710418138
0.5945,0.00291927553020904
0.7565,0.187846756047726
0.0976,-0.0368667548775854
0.1778,-0.047949293267416
0.657,0.134808088870937
0.0867,-0.0479943689344659
0.8478,0.355356615278812
0.606,-0.105425719681495
0.3838,-0.173087927865962
0.4508,-0.0412116754970196
0.6469,0.0862891326911988
0.0116,0.0219544279011426
0.5448,0.0184679320803492
0.4415,0.0471254196788102
0.7321,0.0618074967378174
0.1443,-0.122167180581501
0.0949,-0.0218778661574891
0.2326,-0.0421620725720482
0.2259,0.0124131790469879
0.5092,-0.125010610301218
0.6391,0.127999452504932
0.1066,-0.0486064032900678
0.6646,0.0225648320657783
0.2893,0.0834193262747142
0.8171,0.303478521218653
0.6183,0.0448019879586668
0.1582,0.0149008767773873
0.3663,0.0980982381744024
0.2067,-0.13810428116182
0.4921,-0.0496117568698007
0.4829,-0.250850091375412
0.2368,0.00215950445742331
0.6076,0.0862499823965074
0.6799,-0.145360394637548
0.5119,-0.199616806551116
0.1054,0.11623956170745
0.1976,-0.219809934611417
0.8504,0.368720808883938
0.9972,0.576620161333326
0.2378,0.0566990975707793
0.7976,0.106993733500188
0.8377,0.140030694174371
0.9234,0.454826960147467
0.3855,-0.18947452273356
0.6217,0.14501599120849
0.6319,0.0218057726049537
0.7408,0.0524562962204942
0.8303,0.181360011741875
0.1207,0.0647200263327458
0.9281,0.519839111466184
0.4529,-0.0580895294504847
0.2976,-0.0327976139179573
0.9503,0.394817722688226
0.8869,0.39612447349902
0.2836,-0.0640697226683872
0.4147,-0.0129555798706264
0.842,0.308120468620181
0.2921,0.175177922156942
0.165,0.0548053505580471
0.3183,-0.210717253605068
0.3916,-0.118500915533824
0.5592,0.00385985901092286
0.53,0.0513622500826729
0.265,-0.0842919988240594
0.1476,0.0359148304706198
0.2775,-0.0670236238933894
0.8956,0.460795688742577
0.4137,-0.124383775816307
0.1445,-0.110255313052883
0.716,0.179184170632188
0.2117,-0.174136151086442
0.7682,0.440514220188437
0.8068,0.259196563356539
0.1926,-0.0826983022320451
0.7575,0.0937945776037962
0.3087,-0.0203570454479264
0.0289,0.0708039046125601
0.6992,0.0947628912941248
0.2338,-0.0646209890519039
0.0459,-0.0520898539347806
0.1585,-0.212290234949453
0.8469,0.308024978310416
0.9668,0.589784491903075
0.2033,-0.0865054264951876
0.9405,0.575551738165502
0.1651,0.0426507120769373
0.5975,-0.065297133782483
0.3624,0.0113780323859702
0.4301,-0.104550426964597
0.726,-0.0412190966561214
0.8243,0.144769215073473
0.2559,-0.143731211264039
0.0069,-0.0621678636683001
0.7704,0.247575606936005
0.9313,0.504220369455408
0.0177,0.0289835642537472
0.5097,-0.102122084223416
0.9543,0.59200069736444
0.2813,0.111284284693809
0.3694,-0.00342217970127664
0.0402,-0.0831892957345353
0.5488,0.0356127984862965
0.2351,-0.118558905937532
0.1387,-0.0626768163787104
0.554,0.129079924855173
0.6145,-0.0406769680154936
0.6348,-0.0351275625179
0.4259,-0.0445131114732647
0.0552,-0.0461793851572706
0.4196,-0.135461220481695
0.5184,-0.158697575987707
0.9656,0.491009078678571
0.3311,0.0201832190424969
0.9789,0.444657002438774
0.8462,0.370820436111606
0.3197,-0.0949832003238553
