제목,링크,썸네일,sizeheight,sizewidth
Vezri 여성용 여름 청바지 허리 밴딩 와이드 바지 8부 데님 팬츠 데일리룩,http://shopping.phinf.naver.net/main_6043242/60432425408.20260614003800.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6043242%2F60432425408.20260614003800.jpg,1000,1000
남성용 청바지 허리밴딩 : 핑쇼273,https://shop-phinf.pstatic.net/20260307_104/1772872251516Ilc7E_JPEG/2612396798414953_900126111.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260307_104%2F1772872251516Ilc7E_JPEG%2F2612396798414953_900126111.jpg,760,760
포인트 와이드 청바지 (1color) : 런인,http://shop1.phinf.naver.net/20220914_29/1663150612388uiyT2_JPEG/64286511081846612_1826082304.JPG,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20220914_29%2F1663150612388uiyT2_JPEG%2F64286511081846612_1826082304.JPG,1514,1514
디키즈 디키즈 FARNER 청바지 데님 팬츠 여성 25 Rinsed Fade,http://shopping.phinf.naver.net/main_5884528/58845287522.20260207215503.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5884528%2F58845287522.20260207215503.jpg,1000,1000
에일리 쏘쿨 스판 청바지 (S/M/L)_럭스위즈닷컴 에일리 쏘쿨 스판 청바지 (S/M/L),https://www.luxwiz.com/web/upload/NNEditor/20240409/copy-1712595963-30.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fwww.luxwiz.com%2Fweb%2Fupload%2FNNEditor%2F20240409%2Fcopy-1712595963-30.jpg,1520,1000
데일리 여성 와이드 청바지 LK-HB02 루즈핏 중청바지 일자 데님 : 업소용 제이지 스토어,https://shop-phinf.pstatic.net/20260601_4/17803222005933Ir5j_JPEG/93811458968781519_1656834481.jpeg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260601_4%2F17803222005933Ir5j_JPEG%2F93811458968781519_1656834481.jpeg,600,600
여성 와이드핏 리본 데님 팬츠 청바지 이누마켓 : inumarket 이누마켓,http://shop1.phinf.naver.net/20250820_105/1755677850730Y3GLw_JPEG/31295901176973752_1784486447.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20250820_105%2F1755677850730Y3GLw_JPEG%2F31295901176973752_1784486447.jpg,1280,960
그레이썸 구제 일자 밑단컷팅 키작녀 청바지 | 텐바이텐,https://thumbnail.10x10.co.kr/webimage/image/basic600/234/B002348007.jpg?cmd=thumb&w=500&h=500&fit=true&ws=false,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fthumbnail.10x10.co.kr%2Fwebimage%2Fimage%2Fbasic600%2F234%2FB002348007.jpg%3Fcmd%3Dthumb%26w%3D500%26h%3D500%26fit%3Dtrue%26ws%3Dfalse,500,500
남성와이드팬츠 남성용 여름 얇은 청바지 루즈한 스트레이트 와이드 캐주얼 바지 중 밝은 색 : songsm0914,http://shop1.phinf.naver.net/20260401_21/1775027348449Fhj3l_PNG/832658272937_4.png,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20260401_21%2F1775027348449Fhj3l_PNG%2F832658272937_4.png,1000,750
남자 청바지 데님 팬츠 BSIP027 허리 밴딩 와이드 빅사 | 빌리버스 - 하프클럽,https://cdn2.halfclub.com/cdn/product/SA004426/P370906782/1_P370906782_basic_1763081890071.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fcdn2.halfclub.com%2Fcdn%2Fproduct%2FSA004426%2FP370906782%2F1_P370906782_basic_1763081890071.jpg,600,600
여성 가을 데일리 연청바지 데님팬츠 청바지 여성데님팬츠 패션바지 밴딩바지 : 부영이네마켓,https://shop-phinf.pstatic.net/20260525_44/1779692064584nXs4X_JPEG/137024486743703283_559476544.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260525_44%2F1779692064584nXs4X_JPEG%2F137024486743703283_559476544.jpg,1000,1000
원가이하선착순세일 기장선택 데일르 난스판 스트레이트 와이드 데님 청바지,http://shopping.phinf.naver.net/main_5665469/56654692319.3.20250910113910.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5665469%2F56654692319.3.20250910113910.jpg,2440,1830
TBJ 스트레이트 기본 청바지 T115DP431P,http://shopping.phinf.naver.net/main_5723534/5723534755.1.20130308105836.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5723534%2F5723534755.1.20130308105836.jpg,500,500
일자청바지 남자바지 청바지 슬림핏 긴바지 캐주얼 데일리 고무줄 일자 남성,http://shopping.phinf.naver.net/main_5852843/58528431051.4.20260224144931.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5852843%2F58528431051.4.20260224144931.jpg,800,800
미국 리바이즈 남성용 505 정규 핏 청바지 미디엄 워시 005051614 383420027358 : 텐빌리언데이,https://shop-phinf.pstatic.net/20260424_216/17770070723239BCFA_JPEG/31570590920131553_553412648.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260424_216%2F17770070723239BCFA_JPEG%2F31570590920131553_553412648.jpg,600,600
쥬엔리치 남자 청바지 고탄력 스트레이트 JR237 44,http://shopping.phinf.naver.net/main_5715773/57157733430.20251011012647.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5715773%2F57157733430.20251011012647.jpg,1000,1000
[스미스마켓] 끌로에 여성용 청바지 여성의류,https://cdn2.halfclub.com/cdn/product/SA000387/P408545675/1_P408545675_basic_1767685810282.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fcdn2.halfclub.com%2Fcdn%2Fproduct%2FSA000387%2FP408545675%2F1_P408545675_basic_1767685810282.jpg,600,600
[원가이하선착순세일]스트레이트 하이웨스트 와이드 일자 데님 청바지 : 행복한여자,http://shop1.phinf.naver.net/20230109_116/16732500326900CA8D_JPEG/74385812214901515_185247311.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20230109_116%2F16732500326900CA8D_JPEG%2F74385812214901515_185247311.jpg,2424,1818
3컬러 CM 빈티지 와이드 청바지,http://shopping.phinf.naver.net/main_5940276/59402764654.3.20260327163527.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5940276%2F59402764654.3.20260327163527.jpg,4032,3024
하이웨스트 세미 부츠컷 중청 데님 청바지 : 영앤핏,http://shop1.phinf.naver.net/20201014_266/1602656126411Gt6MC_JPEG/3791954230137854_1700658751.jpeg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20201014_266%2F1602656126411Gt6MC_JPEG%2F3791954230137854_1700658751.jpeg,1000,1000
드옴크 청바지,http://shopping.phinf.naver.net/main_9096789/9096789295.1.20151123145849.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_9096789%2F9096789295.1.20151123145849.jpg,500,500
캐주얼 봄 데일리 청바지 일자핏 님성 스판 다올1 : 수노바,https://shop-phinf.pstatic.net/20260424_24/1777025698671UcNb1_JPEG/41538389201227050_91937282.jpeg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260424_24%2F1777025698671UcNb1_JPEG%2F41538389201227050_91937282.jpeg,500,500
남자 세상편한 허리밴딩 스트레이트 일자핏 통 청바지 데님팬츠 덴님 남자찢청 워싱 : 현이네 점빵,https://shop-phinf.pstatic.net/20260128_284/1769599441008mfPLu_JPEG/51677633486816244_1612737193.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260128_284%2F1769599441008mfPLu_JPEG%2F51677633486816244_1612737193.jpg,1000,1000
SOUP 일자 청바지 LO4DP70,http://shopping.phinf.naver.net/main_6580359/6580359467.2.20120912114047.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6580359%2F6580359467.2.20120912114047.jpg,500,500
여성용 바지 봄 빈티지 와이드 청바지 하이웨스트 스판 원픽1 : 원픽 다빈스토어,https://shop-phinf.pstatic.net/20251029_74/176174362314085zqN_JPEG/24208838267024175_269250404.jpeg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20251029_74%2F176174362314085zqN_JPEG%2F24208838267024175_269250404.jpeg,1000,1000
JJ 남자 블루 워싱 스판 밴딩 청바지 : 피롯,http://shop1.phinf.naver.net/20240311_284/1710134385910Bpado_JPEG/111270220732784965_838949113.JPG,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20240311_284%2F1710134385910Bpado_JPEG%2F111270220732784965_838949113.JPG,3424,2672
아르마니진 청바지 빈티지 연청 일자 데님 사이즈30,http://shopping.phinf.naver.net/main_5989633/59896332545.20260503145440.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5989633%2F59896332545.20260503145440.jpg,1000,1000
♥ H O T P I N G ♥ 이런 딱 기본 와이드 청바지 가지고 싶었는데 찾게되어 구매했습니다! 하이웨스트인만큼사용후기 - 핫핑,https://www.hotping.co.kr/file_data/sseoqkr7/2026/01/02/e17859fd3269776427c4791f2cad6ece.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fwww.hotping.co.kr%2Ffile_data%2Fsseoqkr7%2F2026%2F01%2F02%2Fe17859fd3269776427c4791f2cad6ece.jpg,1024,1024
남성 빅사이즈 루즈핏 데님 팬츠 와이드 청바지 : 새하얀 자국,http://shop1.phinf.naver.net/20260107_87/1767797559046F9q0L_PNG/4131711946986070_1058209477.png,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20260107_87%2F1767797559046F9q0L_PNG%2F4131711946986070_1058209477.png,800,800
티류으스 여성 봄가을 큐빅 장식 청바지 보석 데님 긴바지 진 ZR 연한,http://shopping.phinf.naver.net/main_6033581/60335813537.20260607005905.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6033581%2F60335813537.20260607005905.jpg,800,800
인어미남 남성 봄 캐주얼 스판 일자 청바지 워싱 데님 팬츠 블루그레이 31,http://shopping.phinf.naver.net/main_5409591/54095914828.20250411002034.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5409591%2F54095914828.20250411002034.jpg,800,800
SAHINER 여성 와이드 청바지 JR02 - 청바지 | 쿠팡,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/87db/36c9a9a596c80841a52d09f7f9827940ee8a3a9b90b70ea8956809d2ff34.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fthumbnail.coupangcdn.com%2Fthumbnails%2Fremote%2F492x492ex%2Fimage%2Fvendor_inventory%2F87db%2F36c9a9a596c80841a52d09f7f9827940ee8a3a9b90b70ea8956809d2ff34.jpg,492,492
원더우면 남자 일자핏 청바지 봄가을 스판 슬림팬츠 캐주얼 OPH3 : 원더우걸,https://shop-phinf.pstatic.net/20241216_6/1734325013905IfnPA_PNG/59713378540446984_1845945924.png,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20241216_6%2F1734325013905IfnPA_PNG%2F59713378540446984_1845945924.png,1000,1000
남성 사계절 청바지 루즈핏 남자 데일리 캐주얼 데님 바지 블루그레이 33,http://shopping.phinf.naver.net/main_5700637/57006375116.20250930202502.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5700637%2F57006375116.20250930202502.jpg,800,800
여자청바지 청바지 여성청바지 여성청바지여름용 여성의류 여성청반바지 - 하의류 | 쿠팡,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/9d60/ca3718700503f864ed334de068aea67edd17a7a17fd2a1b04800fb20e839.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fthumbnail.coupangcdn.com%2Fthumbnails%2Fremote%2F492x492ex%2Fimage%2Fvendor_inventory%2F9d60%2Fca3718700503f864ed334de068aea67edd17a7a17fd2a1b04800fb20e839.jpg,492,492
리즈코 빈티지 남성 데님팬츠 청바지 밑단절단 일자 루즈핏 : 나카자난,https://shop-phinf.pstatic.net/20260419_35/1776541962155H98y3_JPEG/52160037625396540_1165331589.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260419_35%2F1776541962155H98y3_JPEG%2F52160037625396540_1165331589.jpg,640,640
일자핏 세미와이드청바지 여름청바지 : 인천상점,https://shop-phinf.pstatic.net/20250628_14/1751037195815MGOhi_JPEG/65365300696435755_155441262.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20250628_14%2F1751037195815MGOhi_JPEG%2F65365300696435755_155441262.jpg,1000,1000
AOKADA 남성 스판 데님 팬츠 봄 가을 루즈핏 일자 통 청바지,http://shopping.phinf.naver.net/main_5687128/56871285232.20250923011326.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_5687128%2F56871285232.20250923011326.jpg,900,900
뱅뱅여성 뒷밴드 와이드 스판 청바지 NQK169 - 후크/걸고리 | 쿠팡,https://thumbnail.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/847f/5dcf0ea505b22b76e44538a9518cffccda4507a5e32c78ab23f00766b2b5.jpg,https://search.pstatic.net/sunny/?type=b150&src=https%3A%2F%2Fthumbnail.coupangcdn.com%2Fthumbnails%2Fremote%2F492x492ex%2Fimage%2Fvendor_inventory%2F847f%2F5dcf0ea505b22b76e44538a9518cffccda4507a5e32c78ab23f00766b2b5.jpg,492,492
남성청바지 봄여름 스판 슬림 일자 9부바지 데님팬츠 k25 : 심쿵직구,https://shop-phinf.pstatic.net/20260423_3/1776925019995yT03k_JPEG/111460427966009603_1253947687.jpg,https://search.pstatic.net/common/?type=b150&src=https%3A%2F%2Fshop-phinf.pstatic.net%2F20260423_3%2F1776925019995yT03k_JPEG%2F111460427966009603_1253947687.jpg,800,800
칼주름 일자핏청바지 연청바지  S M L 출근룩 : 바이블 byble,http://shop1.phinf.naver.net/20230712_130/1689166885209yzpmJ_JPEG/5629772559751491_898984047.JPG,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshop1.phinf.naver.net%2F20230712_130%2F1689166885209yzpmJ_JPEG%2F5629772559751491_898984047.JPG,1704,1704
2P 남성 캐주얼 데님 팬츠 일자핏 통 청바지 슬림 팬츠 데일리룩 31,http://shopping.phinf.naver.net/main_6043216/60432167972.20260613231902.jpg,https://search.pstatic.net/common/?type=b150&src=http%3A%2F%2Fshopping.phinf.naver.net%2Fmain_6043216%2F60432167972.20260613231902.jpg,800,800
